skill_name,month,avg_jobs_month,avg_prev_month_jobs,abs_change_in_avg_jobs,month_over_month_growth,skill_rank
SQL,2022-01-01,30.387096774193548,,,,1
Python,2022-01-01,20.064516129032256,,,,2
Java,2022-01-01,11.129032258064518,,,,3
Big Data,2022-01-01,10.06451612903226,,,,4
Spark,2022-01-01,6.0645161290322589,,,,5
English,2022-01-01,5.8064516129032269,,,,6
R,2022-01-01,5.1935483870967749,,,,7
Scala,2022-01-01,4.5806451612903221,,,,8
Hadoop,2022-01-01,4.1290322580645151,,,,9
Kafka,2022-01-01,3.9032258064516125,,,,10
Kotlin,2022-01-01,3.806451612903226,,,,11
AWS,2022-01-01,3.4516129032258069,,,,12
Data,2022-01-01,3.4,,,,13
Google Tag Manager,2022-01-01,3.0,,,,14
Google Analytics,2022-01-01,3.0,,,,14
Data modeling,2022-01-01,2.7741935483870965,,,,16
Linux,2022-01-01,2.5806451612903225,,,,17
Excel,2022-01-01,2.0,,,,18
SAS,2022-01-01,2.0,,,,18
Keboola,2022-01-01,2.0,,,,18
MS Excel,2022-01-01,1.8387096774193548,,,,21
Tableau,2022-01-01,1.7419354838709673,,,,22
powerPoint,2022-01-01,1.7222222222222219,,,,23
ETL,2022-01-01,1.6451612903225805,,,,24
Data analysis,2022-01-01,1.6129032258064513,,,,25
Azure,2022-01-01,1.3750000000000002,,,,26
Git,2022-01-01,1.2499999999999998,,,,27
PySpark,2022-01-01,1.1923076923076923,,,,28
Packeteers,2022-01-01,1.0,,,,29
SD-WAN,2022-01-01,1.0,,,,29
OpenShift,2022-01-01,1.0,,,,29
Agile,2022-01-01,1.0,,,,29
Python/SAS,2022-01-01,1.0,,,,29
Google Cloud,2022-01-01,1.0,,,,29
RDBMS,2022-01-01,1.0,,,,29
REST,2022-01-01,1.0,,,,29
PL/SQL,2022-01-01,1.0,,,,29
Enterprise Architect,2022-01-01,1.0,,,,29
Apache Big Data Stack,2022-01-01,1.0,,,,29
Google Sheets,2022-01-01,1.0,,,,29
PHP 7.x,2022-01-01,1.0,,,,29
HTML5,2022-01-01,1.0,,,,29
CDW Business Semantic Layers,2022-01-01,1.0,,,,29
Cloud,2022-01-01,1.0,,,,29
NIFI,2022-01-01,1.0,,,,29
BPMN,2022-01-01,1.0,,,,29
Bash,2022-01-01,1.0,,,,29
Amazon Web Services,2022-01-01,1.0,,,,29
Relational databases / SQL,2022-01-01,1.0,,,,29
UML,2022-01-01,1.0,,,,29
Apache Spark,2022-01-01,1.0,,,,29
UNIX/LINUX,2022-01-01,1.0,,,,29
MS SQL,2022-01-01,1.0,,,,29
Docker,2022-01-01,1.0,,,,29
Hadoop or Cloud solutions,2022-01-01,1.0,,,,29
JIRA,2022-01-01,1.0,,,,29
Artificial Intelligence,2022-01-01,1.0,,,,29
Shell Scripting,2022-01-01,1.0,,,,29
Machine Learning,2022-01-01,1.0,,,,29
Unix / Linux scripting,2022-01-01,1.0,,,,29
Hive,2022-01-01,1.0,,,,29
GCP,2022-01-01,1.0,,,,29
Riverbeds,2022-01-01,1.0,,,,29
Azure / AWS / GCP,2022-01-01,1.0,,,,29
Amazon AWS,2022-01-01,1.0,,,,29
Kubernetes,2022-01-01,1.0,,,,29
Python,2022-02-01,46.928571428571431,20.064516129032256,26.864055299539174,1.3388837850252644,1
Java,2022-02-01,35.4642857142857,11.129032258064518,24.335253456221182,2.1866459627329173,2
SQL,2022-02-01,34.571428571428569,30.387096774193548,4.1843317972350214,0.13770094024871091,3
Scala,2022-02-01,27.035714285714285,4.5806451612903221,22.455069124423964,4.9021629778672038,4
Big Data,2022-02-01,17.5,10.06451612903226,7.43548387096774,0.738782051282051,5
Kotlin,2022-02-01,10.0,3.806451612903226,6.193548387096774,1.6271186440677965,6
English,2022-02-01,8.0357142857142847,5.8064516129032269,2.2292626728110578,0.383928571428571,7
Spark,2022-02-01,7.9642857142857135,6.0645161290322589,1.8997695852534546,0.31325987841945258,8
Hadoop,2022-02-01,7.0,4.1290322580645151,2.8709677419354849,0.69531250000000044,9
Kafka,2022-02-01,5.2857142857142874,3.9032258064516125,1.3824884792626748,0.35419126328217293,10
Apache Spark,2022-02-01,4.1428571428571423,1.0,3.1428571428571423,3.1428571428571423,11
R,2022-02-01,4.0714285714285712,5.1935483870967749,-1.1221198156682037,-0.21606033717834977,12
Linux,2022-02-01,4.0000000000000018,2.5806451612903225,1.4193548387096793,0.55000000000000071,13
ETL,2022-02-01,3.5714285714285721,1.6451612903225805,1.9262672811059915,1.1708683473389361,14
MS Excel,2022-02-01,3.57142857142857,1.8387096774193548,1.7327188940092151,0.94235588972431,15
Tableau,2022-02-01,3.3928571428571423,1.7419354838709673,1.650921658986175,0.9477513227513229,16
Statistics,2022-02-01,3.3214285714285721,,,,17
Google Cloud Platform,2022-02-01,3.0,,,,18
Analytics,2022-02-01,3.0,,,,18
JIRA,2022-02-01,3.0,1.0,2.0,2.0,18
XML,2022-02-01,2.9230769230769225,,,,21
Airflow,2022-02-01,2.9230769230769225,,,,21
Power BI,2022-02-01,2.6923076923076916,,,,23
AWS,2022-02-01,2.6785714285714284,3.4516129032258069,-0.77304147465437856,-0.22396528704939936,24
Reporting,2022-02-01,2.454545454545455,,,,25
data analytics,2022-02-01,2.454545454545455,,,,25
PySpark,2022-02-01,2.2499999999999996,1.1923076923076923,1.0576923076923073,0.887096774193548,27
Excel,2022-02-01,2.1111111111111107,2.0,0.11111111111111072,0.055555555555555358,28
Google Analytics,2022-02-01,2.0416666666666665,3.0,-0.95833333333333348,-0.31944444444444448,29
Git,2022-02-01,2.0,1.2499999999999998,0.75000000000000022,0.60000000000000031,30
SAS,2022-02-01,2.0,2.0,0.0,0.0,30
Keboola,2022-02-01,2.0,2.0,0.0,0.0,30
Kubernetes,2022-02-01,1.9642857142857142,1.0,0.96428571428571419,0.96428571428571419,33
Data modeling,2022-02-01,1.95,2.7741935483870965,-0.82419354838709658,-0.29709302325581388,34
Hive,2022-02-01,1.9285714285714284,1.0,0.92857142857142838,0.92857142857142838,35
Pandas,2022-02-01,1.6666666666666665,,,,36
Hadoop or Cloud solutions,2022-02-01,1.5000000000000002,1.0,0.50000000000000022,0.50000000000000022,37
Data,2022-02-01,1.4166666666666665,3.4,-1.9833333333333334,-0.58333333333333337,38
Analytical Thinking,2022-02-01,1.1785714285714286,,,,39
Business Intelligence,2022-02-01,1.0,,,,40
Google Optymize,2022-02-01,1.0,,,,40
OpenShift,2022-02-01,1.0,1.0,0.0,0.0,40
English C1,2022-02-01,1.0,,,,40
Agile,2022-02-01,1.0,1.0,0.0,0.0,40
Linear Models,2022-02-01,1.0,,,,40
Python/SAS,2022-02-01,1.0,1.0,0.0,0.0,40
Google Cloud,2022-02-01,1.0,1.0,0.0,0.0,40
REST,2022-02-01,1.0,1.0,0.0,0.0,40
Analysing Data,2022-02-01,1.0,,,,40
Enterprise Architect,2022-02-01,1.0,1.0,0.0,0.0,40
Apache Big Data Stack,2022-02-01,1.0,1.0,0.0,0.0,40
Powershell,2022-02-01,1.0,,,,40
Google Sheets,2022-02-01,1.0,1.0,0.0,0.0,40
PHP 7.x,2022-02-01,1.0,1.0,0.0,0.0,40
Data analysis,2022-02-01,1.0,1.6129032258064513,-0.61290322580645129,-0.37999999999999989,40
HTML5,2022-02-01,1.0,1.0,0.0,0.0,40
Cloud,2022-02-01,1.0,1.0,0.0,0.0,40
NIFI,2022-02-01,1.0,1.0,0.0,0.0,40
UNIX/LINUX (Red Hat) RH 7.x,2022-02-01,1.0,,,,40
BPMN,2022-02-01,1.0,1.0,0.0,0.0,40
Bash,2022-02-01,1.0,1.0,0.0,0.0,40
SAP BO,2022-02-01,1.0,,,,40
SEM,2022-02-01,1.0,,,,40
Microsoft Azure Cloud,2022-02-01,1.0,,,,40
Amazon Web Services,2022-02-01,1.0,1.0,0.0,0.0,40
UML,2022-02-01,1.0,1.0,0.0,0.0,40
Hortonworks Data Platform (HDP),2022-02-01,1.0,,,,40
Docker,2022-02-01,1.0,1.0,0.0,0.0,40
Artificial Intelligence,2022-02-01,1.0,1.0,0.0,0.0,40
Shell Scripting,2022-02-01,1.0,1.0,0.0,0.0,40
Machine Learning,2022-02-01,1.0,1.0,0.0,0.0,40
Cloudera Data Platform,2022-02-01,1.0,,,,40
Azure,2022-02-01,1.0,1.3750000000000002,-0.37500000000000022,-0.27272727272727282,40
qlik,2022-02-01,1.0,,,,40
Polish,2022-02-01,1.0,,,,40
GCP,2022-02-01,1.0,1.0,0.0,0.0,40
SEO,2022-02-01,1.0,,,,40
Clustering,2022-02-01,1.0,,,,40
SQL,2022-03-01,41.032258064516121,34.571428571428569,6.4608294930875516,0.18688349773393745,1
Python,2022-03-01,34.12903225806452,46.928571428571431,-12.799539170506911,-0.27274512692099961,2
Java,2022-03-01,25.000000000000004,35.4642857142857,-10.464285714285698,-0.29506545820745178,3
Scala,2022-03-01,19.64516129032258,27.035714285714285,-7.3905529953917046,-0.27336259428133125,4
Big Data,2022-03-01,18.322580645161292,17.5,0.82258064516129181,0.047004608294930958,5
Hadoop,2022-03-01,16.806451612903221,7.0,9.80645161290322,1.4009216589861744,6
Spark,2022-03-01,12.35483870967742,7.9642857142857135,4.3905529953917064,0.55128019673079731,7
English,2022-03-01,10.548387096774192,8.0357142857142847,2.5126728110599075,0.31268817204301075,8
ETL,2022-03-01,10.096774193548386,3.5714285714285721,6.5253456221198141,1.8270967741935475,9
Kotlin,2022-03-01,10.0,10.0,0.0,0.0,10
Google Cloud Platform,2022-03-01,7.9354838709677411,3.0,4.9354838709677411,1.6451612903225803,11
BigQuery,2022-03-01,7.0,,,,12
Tableau,2022-03-01,6.06451612903226,3.3928571428571423,2.6716589861751174,0.7874363327674031,13
MS Excel,2022-03-01,5.61290322580645,3.57142857142857,2.0414746543778803,0.57161290322580671,14
Amazon Web Services,2022-03-01,5.0,1.0,4.0,4.0,15
Linux,2022-03-01,4.967741935483871,4.0000000000000018,0.96774193548386922,0.24193548387096719,16
AWS,2022-03-01,4.7419354838709689,2.6785714285714284,2.0633640552995405,0.77032258064516179,17
Kafka,2022-03-01,4.7096774193548381,5.2857142857142874,-0.57603686635944928,-0.1089799476896255,18
Azure,2022-03-01,4.5555555555555554,1.0,3.5555555555555554,3.5555555555555554,19
Excel,2022-03-01,3.806451612903226,2.1111111111111107,1.6953405017921153,0.80305602716468638,20
Unix,2022-03-01,3.5833333333333321,,,,21
Apache Spark,2022-03-01,3.5483870967741935,4.1428571428571423,-0.59447004608294884,-0.14349276974416009,22
R,2022-03-01,3.5161290322580641,4.0714285714285712,-0.55529953917050712,-0.13638936049801931,23
Analytics,2022-03-01,3.0,3.0,0.0,0.0,24
JIRA,2022-03-01,3.0,3.0,0.0,0.0,24
Hive,2022-03-01,2.967741935483871,1.9285714285714284,1.0391705069124426,0.53882915173237766,26
Data Science,2022-03-01,2.93103448275862,,,,27
Enterprise,2022-03-01,2.93103448275862,,,,27
Reporting,2022-03-01,2.8181818181818183,2.454545454545455,0.36363636363636331,0.148148148148148,29
data analytics,2022-03-01,2.8181818181818183,2.454545454545455,0.36363636363636331,0.148148148148148,29
XML,2022-03-01,2.75,2.9230769230769225,-0.17307692307692246,-0.059210526315789276,31
Oracle,2022-03-01,2.5161290322580641,,,,32
Power BI,2022-03-01,2.3548387096774195,2.6923076923076916,-0.33746898263027214,-0.1253456221198154,33
Pandas,2022-03-01,2.3225806451612905,1.6666666666666665,0.655913978494624,0.39354838709677442,34
Polish,2022-03-01,2.1578947368421049,1.0,1.1578947368421049,1.1578947368421049,35
PySpark,2022-03-01,2.1290322580645165,2.2499999999999996,-0.1209677419354831,-0.053763440860214722,36
Git,2022-03-01,2.0,2.0,0.0,0.0,37
Analytical Thinking,2022-03-01,1.8064516129032258,1.1785714285714286,0.62788018433179715,0.53274682306940369,38
Data,2022-03-01,1.7096774193548383,1.4166666666666665,0.29301075268817178,0.20683111954459188,39
Google Analytics,2022-03-01,1.7,2.0416666666666665,-0.34166666666666656,-0.16734693877551016,40
Hadoop or Cloud solutions,2022-03-01,1.5483870967741931,1.5000000000000002,0.048387096774192839,0.032258064516128553,41
Microsoft Azure Cloud,2022-03-01,1.3225806451612903,1.0,0.32258064516129026,0.32258064516129026,42
Airflow,2022-03-01,1.2903225806451617,2.9230769230769225,-1.6327543424317608,-0.558573853989813,43
Statistics,2022-03-01,1.2000000000000006,3.3214285714285721,-2.1214285714285714,-0.63870967741935469,44
Kubernetes,2022-03-01,1.0645161290322582,1.9642857142857142,-0.899769585253456,-0.45806451612903215,45
German,2022-03-01,1.0,,,,46
Business Intelligence,2022-03-01,1.0,1.0,0.0,0.0,46
Google Optymize,2022-03-01,1.0,1.0,0.0,0.0,46
English C1,2022-03-01,1.0,1.0,0.0,0.0,46
Data modeling,2022-03-01,1.0,1.95,-0.95,-0.48717948717948717,46
Linear Models,2022-03-01,1.0,1.0,0.0,0.0,46
NoSQL,2022-03-01,1.0,,,,46
Python/SAS,2022-03-01,1.0,1.0,0.0,0.0,46
Google Cloud,2022-03-01,1.0,1.0,0.0,0.0,46
REST,2022-03-01,1.0,1.0,0.0,0.0,46
Analysing Data,2022-03-01,1.0,1.0,0.0,0.0,46
Apache Big Data Stack,2022-03-01,1.0,1.0,0.0,0.0,46
Powershell,2022-03-01,1.0,1.0,0.0,0.0,46
PHP 7.x,2022-03-01,1.0,1.0,0.0,0.0,46
Data analysis,2022-03-01,1.0,1.0,0.0,0.0,46
HTML5,2022-03-01,1.0,1.0,0.0,0.0,46
Cloud,2022-03-01,1.0,1.0,0.0,0.0,46
NIFI,2022-03-01,1.0,1.0,0.0,0.0,46
UNIX/LINUX (Red Hat) RH 7.x,2022-03-01,1.0,1.0,0.0,0.0,46
SAP BO,2022-03-01,1.0,1.0,0.0,0.0,46
SEM,2022-03-01,1.0,1.0,0.0,0.0,46
PowerBi,2022-03-01,1.0,,,,46
Hortonworks Data Platform (HDP),2022-03-01,1.0,1.0,0.0,0.0,46
Docker,2022-03-01,1.0,1.0,0.0,0.0,46
VBA,2022-03-01,1.0,,,,46
Shell Scripting,2022-03-01,1.0,1.0,0.0,0.0,46
DataSudio,2022-03-01,1.0,,,,46
Cloudera Data Platform,2022-03-01,1.0,1.0,0.0,0.0,46
Apache Hadoop,2022-03-01,1.0,,,,46
Project Management,2022-03-01,1.0,,,,46
qlik,2022-03-01,1.0,1.0,0.0,0.0,46
PowerApps,2022-03-01,1.0,,,,46
GCP,2022-03-01,1.0,1.0,0.0,0.0,46
SEO,2022-03-01,1.0,1.0,0.0,0.0,46
SaaS,2022-03-01,1.0,,,,46
Powerautomate,2022-03-01,1.0,,,,46
Clustering,2022-03-01,1.0,1.0,0.0,0.0,46
SQL,2022-04-01,37.533333333333324,41.032258064516121,-3.4989247311827967,-0.085272536687631073,1
Python,2022-04-01,34.566666666666663,34.12903225806452,0.43763440860214331,0.01282293635790779,2
Java,2022-04-01,27.800000000000004,25.000000000000004,2.8000000000000007,0.11200000000000002,3
Big Data,2022-04-01,25.533333333333328,18.322580645161292,7.2107526881720361,0.3935446009389667,4
Scala,2022-04-01,15.633333333333328,19.64516129032258,-4.0118279569892525,-0.20421455938697344,5
Hadoop,2022-04-01,11.166666666666664,16.806451612903221,-5.6397849462365564,-0.33557261676263589,6
Kotlin,2022-04-01,10.0,10.0,0.0,0.0,7
Spark,2022-04-01,9.8666666666666654,12.35483870967742,-2.4881720430107546,-0.20139251523063548,8
AWS,2022-04-01,9.0333333333333332,4.7419354838709689,4.2913978494623644,0.90498866213151885,9
English,2022-04-01,8.7000000000000028,10.548387096774192,-1.8483870967741893,-0.17522935779816476,10
Linux,2022-04-01,8.1,4.967741935483871,3.1322580645161286,0.63051948051948048,11
Azure,2022-04-01,7.2666666666666666,4.5555555555555554,2.7111111111111112,0.59512195121951228,12
BigQuery,2022-04-01,7.0,7.0,0.0,0.0,13
ETL,2022-04-01,5.7,10.096774193548386,-4.3967741935483859,-0.43546325878594244,14
Data,2022-04-01,5.0333333333333341,1.7096774193548383,3.323655913978496,1.9440251572327056,15
Amazon Web Services,2022-04-01,5.0,5.0,0.0,0.0,16
Google Cloud Platform,2022-04-01,4.8571428571428577,7.9354838709677411,-3.0783410138248835,-0.3879210220673634,17
Kafka,2022-04-01,4.7666666666666657,4.7096774193548381,0.05698924731182764,0.0121004566210045,18
Pandas,2022-04-01,3.7333333333333329,2.3225806451612905,1.4107526881720425,0.60740740740740717,19
R,2022-04-01,3.6666666666666665,3.5161290322580641,0.15053763440860246,0.04281345565749245,20
digital analysis,2022-04-01,3.0,,,,21
Looker,2022-04-01,3.0,,,,21
JIRA,2022-04-01,3.0,3.0,0.0,0.0,21
Polish,2022-04-01,3.0,2.1578947368421049,0.84210526315789513,0.39024390243902463,21
Excel,2022-04-01,2.9000000000000004,3.806451612903226,-0.90645161290322562,-0.23813559322033892,25
Tableau,2022-04-01,2.833333333333333,6.06451612903226,-3.2311827956989267,-0.53280141843971651,26
Unix,2022-04-01,2.6153846153846154,3.5833333333333321,-0.96794871794871673,-0.27012522361359548,27
Data Science,2022-04-01,2.5,2.93103448275862,-0.43103448275862011,-0.1470588235294116,28
Enterprise,2022-04-01,2.5,2.93103448275862,-0.43103448275862011,-0.1470588235294116,28
Hive,2022-04-01,2.4999999999999996,2.967741935483871,-0.46774193548387144,-0.15760869565217406,30
MS Excel,2022-04-01,2.3000000000000003,5.61290322580645,-3.31290322580645,-0.59022988505747109,31
Analytics,2022-04-01,2.3000000000000003,3.0,-0.69999999999999973,-0.23333333333333325,31
PySpark,2022-04-01,2.2000000000000006,2.1290322580645165,0.070967741935484163,0.033333333333333465,33
GCP,2022-04-01,2.0999999999999996,1.0,1.0999999999999996,1.0999999999999996,34
Git,2022-04-01,2.0,2.0,0.0,0.0,35
Oracle,2022-04-01,2.0,2.5161290322580641,-0.51612903225806406,-0.20512820512820498,35
Kubernetes,2022-04-01,2.0,1.0645161290322582,0.93548387096774177,0.87878787878787845,35
REST,2022-04-01,1.7666666666666664,1.0,0.76666666666666639,0.76666666666666639,38
Power BI,2022-04-01,1.7333333333333334,2.3548387096774195,-0.62150537634408609,-0.26392694063926941,39
Microsoft Azure Cloud,2022-04-01,1.6666666666666665,1.3225806451612903,0.34408602150537626,0.26016260162601623,40
Apache Hadoop,2022-04-01,1.6399999999999997,1.0,0.63999999999999968,0.63999999999999968,41
Docker,2022-04-01,1.2000000000000004,1.0,0.2000000000000004,0.2000000000000004,42
Apache Spark,2022-04-01,1.0333333333333337,3.5483870967741935,-2.51505376344086,-0.70878787878787874,43
German,2022-04-01,1.0,1.0,0.0,0.0,44
CRM,2022-04-01,1.0,,,,44
NoSQL,2022-04-01,1.0,1.0,0.0,0.0,44
Python/SAS,2022-04-01,1.0,1.0,0.0,0.0,44
Google Cloud,2022-04-01,1.0,1.0,0.0,0.0,44
Spring,2022-04-01,1.0,,,,44
Analysing Data,2022-04-01,1.0,1.0,0.0,0.0,44
DevOps,2022-04-01,1.0,,,,44
Jenkins,2022-04-01,1.0,,,,44
Apache Big Data Stack,2022-04-01,1.0,1.0,0.0,0.0,44
CI/CD,2022-04-01,1.0,,,,44
Statistics,2022-04-01,1.0,1.2000000000000006,-0.20000000000000062,-0.1666666666666671,44
PHP 7.x,2022-04-01,1.0,1.0,0.0,0.0,44
Data analysis,2022-04-01,1.0,1.0,0.0,0.0,44
HTML5,2022-04-01,1.0,1.0,0.0,0.0,44
Datalake,2022-04-01,1.0,,,,44
SQL DB,2022-04-01,1.0,,,,44
Cloud,2022-04-01,1.0,1.0,0.0,0.0,44
NIFI,2022-04-01,1.0,1.0,0.0,0.0,44
UNIX/LINUX (Red Hat) RH 7.x,2022-04-01,1.0,1.0,0.0,0.0,44
SAP BO,2022-04-01,1.0,1.0,0.0,0.0,44
PowerBi,2022-04-01,1.0,1.0,0.0,0.0,44
Business Analysis,2022-04-01,1.0,,,,44
Salesforce,2022-04-01,1.0,,,,44
Hortonworks Data Platform (HDP),2022-04-01,1.0,1.0,0.0,0.0,44
A/B,2022-04-01,1.0,,,,44
Apache Kafka,2022-04-01,1.0,,,,44
Windows,2022-04-01,1.0,,,,44
Hadoop or Cloud solutions,2022-04-01,1.0,1.5483870967741931,-0.54838709677419306,-0.35416666666666646,44
VBA,2022-04-01,1.0,1.0,0.0,0.0,44
Analytical Thinking,2022-04-01,1.0,1.8064516129032258,-0.80645161290322576,-0.4464285714285714,44
Airflow,2022-04-01,1.0,1.2903225806451617,-0.2903225806451617,-0.22500000000000026,44
Shell Scripting,2022-04-01,1.0,1.0,0.0,0.0,44
DataSudio,2022-04-01,1.0,1.0,0.0,0.0,44
data analytics,2022-04-01,1.0,2.8181818181818183,-1.8181818181818183,-0.64516129032258063,44
Claudera,2022-04-01,1.0,,,,44
Cloudera Data Platform,2022-04-01,1.0,1.0,0.0,0.0,44
Project Management,2022-04-01,1.0,1.0,0.0,0.0,44
Critical thinking,2022-04-01,1.0,,,,44
PowerApps,2022-04-01,1.0,1.0,0.0,0.0,44
Data consumption,2022-04-01,1.0,,,,44
SaaS,2022-04-01,1.0,1.0,0.0,0.0,44
Powerautomate,2022-04-01,1.0,1.0,0.0,0.0,44
Databases,2022-04-01,1.0,,,,44
Systems data reporting,2022-04-01,1.0,,,,44
SQL,2022-05-01,48.967741935483872,37.533333333333324,11.434408602150548,0.30464676559903775,1
Python,2022-05-01,35.41935483870968,34.566666666666663,0.85268817204301683,0.024667931688804733,2
Java,2022-05-01,27.677419354838712,27.800000000000004,-0.12258064516129252,-0.0044093757252263487,3
Big Data,2022-05-01,26.677419354838712,25.533333333333328,1.1440860215053839,0.044807546534153427,4
Scala,2022-05-01,14.419354838709678,15.633333333333328,-1.2139784946236496,-0.0776532086113209,5
AWS,2022-05-01,13.29032258064516,9.0333333333333332,4.2569892473118269,0.47125342221164135,6
Azure,2022-05-01,12.290322580645162,7.2666666666666666,5.0236559139784953,0.69132879550162785,7
Kotlin,2022-05-01,10.0,10.0,0.0,0.0,8
Spark,2022-05-01,9.9032258064516157,9.8666666666666654,0.03655913978495029,0.0037053182214476649,9
Linux,2022-05-01,7.258064516129032,8.1,-0.84193548387096762,-0.1039426523297491,10
Programming,2022-05-01,7.0,,,,11
English,2022-05-01,6.5806451612903221,8.7000000000000028,-2.1193548387096808,-0.24360400444938851,12
PySpark,2022-05-01,6.3548387096774208,2.2000000000000006,4.1548387096774206,1.8885630498533725,13
Data,2022-05-01,5.7419354838709671,5.0333333333333341,0.708602150537633,0.14078188421277474,14
Amazon Web Services,2022-05-01,5.0,5.0,0.0,0.0,15
MS Excel,2022-05-01,4.5161290322580649,2.3000000000000003,2.2161290322580647,0.96353436185133234,16
Hadoop,2022-05-01,4.419354838709677,11.166666666666664,-6.7473118279569873,-0.60423688011555121,17
ETL,2022-05-01,4.3225806451612909,5.7,-1.3774193548387093,-0.241652518392756,18
Data analysis,2022-05-01,4.0,1.0,3.0,3.0,19
VBA/VBS,2022-05-01,4.0,,,,19
GCP,2022-05-01,3.741935483870968,2.0999999999999996,1.6419354838709683,0.78187403993855653,21
Hive,2022-05-01,3.3870967741935489,2.4999999999999996,0.88709677419354938,0.35483870967741982,22
R,2022-05-01,3.3548387096774195,3.6666666666666665,-0.31182795698924703,-0.085043988269794646,23
Pandas,2022-05-01,3.1428571428571428,3.7333333333333329,-0.59047619047619015,-0.15816326530612237,24
data analytics,2022-05-01,3.0322580645161286,1.0,2.0322580645161286,2.0322580645161286,25
data flow,2022-05-01,3.0,,,,26
Amplitude,2022-05-01,3.0,,,,26
digital analysis,2022-05-01,3.0,3.0,0.0,0.0,26
Google Tag Manager,2022-05-01,3.0,3.0,0.0,0.0,26
Google Analytics,2022-05-01,3.0,1.7,1.3,0.76470588235294124,26
Data Integration,2022-05-01,3.0,,,,26
Polish,2022-05-01,3.0,3.0,0.0,0.0,26
Kafka,2022-05-01,2.935483870967742,4.7666666666666657,-1.8311827956989237,-0.38416422287390017,33
Looker,2022-05-01,2.741935483870968,3.0,-0.25806451612903203,-0.08602150537634401,34
Business Analysis,2022-05-01,2.6774193548387086,1.0,1.6774193548387086,1.6774193548387086,35
Power BI,2022-05-01,2.6129032258064515,1.7333333333333334,0.87956989247311812,0.50744416873449116,36
Git,2022-05-01,2.580645161290323,2.0,0.580645161290323,0.29032258064516148,37
Tableau,2022-05-01,2.096774193548387,2.833333333333333,-0.736559139784946,-0.25996204933586331,38
VBA,2022-05-01,2.0,1.0,1.0,1.0,39
Apache Hadoop,2022-05-01,2.0,1.6399999999999997,0.36000000000000032,0.21951219512195147,39
Bash,2022-05-01,1.8571428571428572,1.0,0.85714285714285721,0.85714285714285721,41
Docker,2022-05-01,1.7741935483870968,1.2000000000000004,0.57419354838709635,0.47849462365591344,42
Apache Spark,2022-05-01,1.7419354838709677,1.0333333333333337,0.70860215053763409,0.685744016649323,43
Kubernetes,2022-05-01,1.709677419354839,2.0,-0.29032258064516103,-0.14516129032258052,44
REST,2022-05-01,1.5517241379310343,1.7666666666666664,-0.21494252873563213,-0.12166558230318802,45
Analytics,2022-05-01,1.3846153846153846,2.3000000000000003,-0.91538461538461569,-0.39799331103678937,46
Excel,2022-05-01,1.2258064516129035,2.9000000000000004,-1.6741935483870969,-0.57730812013348165,47
Business Intelligence,2022-05-01,1.0,1.0,0.0,0.0,48
Cloud Infrastructure,2022-05-01,1.0,,,,48
CRM,2022-05-01,1.0,1.0,0.0,0.0,48
NoSQL,2022-05-01,1.0,1.0,0.0,0.0,48
Python/SAS,2022-05-01,1.0,1.0,0.0,0.0,48
Google Cloud,2022-05-01,1.0,1.0,0.0,0.0,48
API,2022-05-01,1.0,,,,48
Spring,2022-05-01,1.0,1.0,0.0,0.0,48
Analysing Data,2022-05-01,1.0,1.0,0.0,0.0,48
DevOps,2022-05-01,1.0,1.0,0.0,0.0,48
Jenkins,2022-05-01,1.0,1.0,0.0,0.0,48
Apache Big Data Stack,2022-05-01,1.0,1.0,0.0,0.0,48
CI/CD,2022-05-01,1.0,1.0,0.0,0.0,48
Statistics,2022-05-01,1.0,1.0,0.0,0.0,48
PHP 7.x,2022-05-01,1.0,1.0,0.0,0.0,48
HTML5,2022-05-01,1.0,1.0,0.0,0.0,48
Datalake,2022-05-01,1.0,1.0,0.0,0.0,48
SQL DB,2022-05-01,1.0,1.0,0.0,0.0,48
Cloud,2022-05-01,1.0,1.0,0.0,0.0,48
Linux / Unix,2022-05-01,1.0,,,,48
NIFI,2022-05-01,1.0,1.0,0.0,0.0,48
UNIX/LINUX (Red Hat) RH 7.x,2022-05-01,1.0,1.0,0.0,0.0,48
K8S,2022-05-01,1.0,,,,48
Sparx,2022-05-01,1.0,,,,48
Matlab,2022-05-01,1.0,,,,48
Microsoft Azure Cloud,2022-05-01,1.0,1.6666666666666665,-0.66666666666666652,-0.39999999999999997,48
Salesforce,2022-05-01,1.0,1.0,0.0,0.0,48
Hortonworks Data Platform (HDP),2022-05-01,1.0,1.0,0.0,0.0,48
A/B,2022-05-01,1.0,1.0,0.0,0.0,48
Apache Kafka,2022-05-01,1.0,1.0,0.0,0.0,48
Windows,2022-05-01,1.0,1.0,0.0,0.0,48
Hadoop or Cloud solutions,2022-05-01,1.0,1.0,0.0,0.0,48
Analytical Thinking,2022-05-01,1.0,1.0,0.0,0.0,48
Cloudera Data Platform,2022-05-01,1.0,1.0,0.0,0.0,48
Project Management,2022-05-01,1.0,1.0,0.0,0.0,48
Critical thinking,2022-05-01,1.0,1.0,0.0,0.0,48
Data consumption,2022-05-01,1.0,1.0,0.0,0.0,48
SaaS,2022-05-01,1.0,1.0,0.0,0.0,48
Databases,2022-05-01,1.0,1.0,0.0,0.0,48
LAN/WAN,2022-05-01,1.0,,,,48
DBMS,2022-05-01,1.0,,,,48
