active_date,skill_name,job_count
2022-04-20,Scala,15
2022-04-20,Spark,10
2022-04-20,English,9
2022-04-20,Data,8
2022-04-20,Tableau,2
2022-04-20,Power BI,1
2022-04-21,Python,38
2022-04-21,SQL,37
2022-04-21,Java,29
2022-04-21,Big Data,28
2022-04-21,Scala,15
2022-04-21,Spark,10
2022-04-21,English,9
2022-04-21,Data,8
2022-04-21,Tableau,1
2022-04-21,Power BI,1
2022-04-22,Python,36
2022-04-22,SQL,35
2022-04-22,Java,29
2022-04-22,Big Data,28
2022-04-22,Scala,15
2022-04-22,Spark,10
2022-04-22,English,9
2022-04-22,Data,8
2022-04-22,Tableau,1
2022-04-22,Power BI,1
2022-04-23,Python,36
2022-04-23,SQL,35
2022-04-23,Java,29
2022-04-23,Big Data,28
2022-04-23,Scala,15
2022-04-23,Spark,10
2022-04-23,English,9
2022-04-23,Data,8
2022-04-23,Tableau,1
2022-04-23,Power BI,1
2022-04-24,Python,36
2022-04-24,SQL,35
2022-04-24,Java,26
2022-04-24,Big Data,25
2022-04-24,Scala,15
2022-04-24,Spark,10
2022-04-24,English,9
2022-04-24,Data,8
2022-04-24,Tableau,1
2022-04-24,Power BI,1
2022-04-25,Python,39
2022-04-25,SQL,39
